Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Elément,élément décomposé par poste,26841,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,091",,,,
Poste,élément décomposé par poste,26842,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0169",,,,
Poste,élément décomposé par poste,26842,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0909",,,,
Poste,élément décomposé par poste,26842,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26842,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,114",,,,
Poste,élément décomposé par poste,26843,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26843,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0342",,,,
Poste,élément décomposé par poste,26843,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26843,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0502",,,,
Poste,élément décomposé par poste,26844,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26844,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0322",,,,
Poste,élément décomposé par poste,26844,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26844,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0482",,,,
Poste,élément décomposé par poste,26845,Valide générique,kgCO2e/kWh,Electricité - 2011,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Amont,combustibles,"0,0129",,,,
Poste,élément décomposé par poste,26845,Valide générique,kgCO2e/kWh,Electricité - 2011,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Combustion à la centrale,,"0,0569",,,,
Poste,élément décomposé par poste,26845,Valide générique,kgCO2e/kWh,Electricité - 2011,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Transport et distribution,Pertes,"0,0087",,,,
Elément,élément décomposé par poste,26845,Valide générique,kgCO2e/kWh,Electricité - 2011,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,,,"0,0785",,,,
Poste,élément décomposé par poste,26846,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0101",,,,
Poste,élément décomposé par poste,26846,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0333",,,,
Poste,élément décomposé par poste,26846,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26846,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0494",,,,
Poste,élément décomposé par poste,26847,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0272",,,,
Poste,élément décomposé par poste,26847,Valide générique,kgCO2e/kWh,Electricité - 2011,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2011,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,178",,,,
