Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Energie,Transformation agroalimentaire,0.399,,,,,,,,,,,,,,,,
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Intrants,agricole,1.59,,,,,,,,,,,,,,,,
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Intrants,Emballages,0.0975,,,,,,,,,,,,,,,,
Poste,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",Transport,jusqu'au magasin,0.198,,,,,,,,,,,,,,,,
Elément,25690,élément décomposé par poste,Valide générique,Lapin à la moutarde,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Lapin, food GES, moutarde, plats, cuisine, nourriture, plat",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,357</p>",,,2.28,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Energie,stockage - centre de distribution,2.12E-6,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Energie,stockage - magasin,7.59E-5,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Energie,Transformation agroalimentaire,3.49E-3,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Intrants,agricole,0.115,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Intrants,Emballages,4.66E-3,,,,,,,,,,,,,,,,
Poste,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",Transport,jusqu'au magasin,0.118,,,,,,,,,,,,,,,,
Elément,25691,élément décomposé par poste,Valide générique,Ratatouille de saison,de saison,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Tomate, food GES, poivron, plats, cuisine, nourriture, plat, Ratatouille de saison",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,322</p>",,,0.241,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Energie,stockage - centre de distribution,5.24E-6,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Energie,stockage - magasin,1.89E-4,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Energie,Transformation agroalimentaire,0.102,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Intrants,agricole,1.36,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Intrants,Emballages,0.0733,,,,,,,,,,,,,,,,
Poste,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",Transport,jusqu'au magasin,0.125,,,,,,,,,,,,,,,,
Elément,25692,élément décomposé par poste,Valide générique,Paëlla,plats prêt à manger,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","Riz, food GES, plats, cuisine, nourriture, plat, Paëlla",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,446</p>",,,1.66,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Energie,stockage - centre de distribution,2.65E-6,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Energie,Transformation agroalimentaire,0.0287,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Energie,stockage - magasin,1.09E-5,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Intrants,agricole,0.257,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Intrants,Emballages,0.0281,,,,,,,,,,,,,,,,
Poste,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",Transport,jusqu'au magasin,0.0727,,,,,,,,,,,,,,,,
Elément,25693,élément décomposé par poste,Valide générique,Crêpes,galette au sarasin,plats prêt à manger,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Plats préparés > Plats","food GES, plats, cuisine, nourriture, plat, Crêpes, crêpe, galette, sarasin",kgCO2e/portion,ADEME,Food GES,,"ADEME, QUANTIS, FACTEURS DEMISSION DE GAZ A EFFET DE SERRE DES PRINCIPAUX ALIMENTS CONSOMMES EN Fra",France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>masse d'ingrédients consommables dans l'assiette pour une portion (kg) : 0,284</p>",,,0.387,,,,,,,,,,,,,,,,
